loan_id,credit_score,ltv_ratio,dti_ratio,loan_amount,loan_age_months,original_interest_rate,num_units,occupancy_type,loan_purpose,state,property_value,num_borrowers,months_since_last_payment,is_delinquent,refinance_probability,loan_status,servicing_fee,next_payment_date
FMAC-00196,706,105.0,19.2,948331,85,9.921,1,Primary,Refinance,OH,1107537,2,0,1,0.345,Foreclosure,197.57,2025-07-15
FMAC-00197,618,63.0,45.13,633006,188,5.629,1,Primary,Refinance,PA,1078550,2,0,1,0.515,Current,131.88,2025-07-16
FMAC-00198,690,67.83,19.17,305409,111,8.238,1,Second Home,Purchase,FL,685665,2,0,0,0.461,Paid Off,63.63,2025-07-17
FMAC-00199,684,85.71,34.28,319967,271,6.467,1,Primary,Purchase,AZ,669449,2,0,0,0.414,Current,66.66,2025-07-18
FMAC-00200,599,80.69,42.37,773201,325,7.316,2,Primary,Purchase,NY,790366,1,0,1,0.423,Paid Off,161.08,2025-07-19
FMAC-00201,705,83.26,39.85,818925,105,7.993,1,Primary,Refinance,AZ,248616,1,0,0,0.39,30-Day DQ,170.61,2025-07-20
FMAC-00202,719,85.34,42.25,448697,320,6.827,1,Investment,Purchase,NC,629527,2,0,0,0.341,60-Day DQ,93.48,2025-07-21
FMAC-00203,755,87.52,40.22,916713,41,6.078,1,Primary,Purchase,OH,669073,2,3,1,0.503,Current,190.98,2025-07-22
FMAC-00204,753,94.65,50.79,455595,215,6.277,1,Primary,Purchase,GA,123358,1,0,0,0.413,Current,94.92,2025-07-23
FMAC-00205,583,84.15,28.48,327113,71,6.317,1,Primary,Refinance,GA,575890,2,0,1,0.63,Current,68.15,2025-07-24
FMAC-00206,614,74.38,31.23,867199,56,8.737,1,Primary,Refinance,NY,319592,2,0,0,0.3,Current,180.67,2025-07-25
FMAC-00207,716,88.09,30.27,477111,236,4.719,1,Primary,Purchase,OH,259500,2,0,0,0.379,Current,99.4,2025-07-26
FMAC-00208,715,105.0,46.3,662314,281,4.375,1,Primary,Refinance,PA,1157672,1,0,1,0.637,30-Day DQ,137.98,2025-07-27
FMAC-00209,716,76.01,47.0,647256,105,4.455,1,Primary,Purchase,FL,1196158,1,0,0,0.447,Current,134.84,2025-07-28
FMAC-00210,850,63.38,42.51,775457,162,5.427,1,Investment,Cash-Out Refinance,NC,812755,2,1,0,0.362,Current,161.55,2025-07-29
FMAC-00211,719,94.61,49.83,488548,191,7.34,1,Primary,Purchase,GA,998027,2,0,0,0.445,Current,101.78,2025-07-30
FMAC-00212,759,76.19,26.22,225693,9,7.414,1,Primary,Refinance,NY,887719,1,0,0,0.537,Current,47.02,2025-07-31
FMAC-00213,746,45.41,54.67,681158,60,5.771,1,Second Home,Purchase,AZ,475038,1,0,1,0.543,Current,141.91,2025-08-01
FMAC-00214,725,90.71,53.23,622462,305,6.466,1,Primary,Purchase,FL,1072382,2,12,1,0.384,Current,129.68,2025-08-02
FMAC-00215,657,69.97,45.36,644790,225,5.16,2,Primary,Refinance,GA,751088,1,0,1,0.506,Current,134.33,2025-08-03
FMAC-00216,733,76.64,55.82,378818,307,5.272,3,Second Home,Purchase,AZ,574514,2,0,0,0.46,30-Day DQ,78.92,2025-08-04
FMAC-00217,625,82.98,21.43,641548,188,7.196,1,Primary,Purchase,PA,631501,2,0,1,0.578,Current,133.66,2025-08-05
FMAC-00218,663,80.86,32.76,802969,70,7.757,1,Primary,Purchase,AZ,982313,1,2,0,0.346,60-Day DQ,167.29,2025-08-06
FMAC-00219,646,88.64,30.65,784824,293,5.928,1,Primary,Purchase,FL,509180,1,1,1,0.473,Current,163.5,2025-08-07
FMAC-00220,685,71.47,45.21,676093,287,8.462,1,Primary,Purchase,AZ,1175431,2,0,0,0.378,60-Day DQ,140.85,2025-08-08
FMAC-00221,842,85.7,27.5,275991,169,7.659,4,Primary,Purchase,PA,1076273,1,0,0,0.278,Current,57.5,2025-08-09
FMAC-00222,549,74.11,45.57,863924,62,8.41,1,Primary,Refinance,NC,1101008,2,0,1,0.344,Current,179.98,2025-08-10
FMAC-00223,728,89.08,51.71,265541,349,6.139,1,Primary,Refinance,FL,901341,2,6,1,0.437,Current,55.32,2025-08-11
FMAC-00224,567,87.23,44.95,97194,14,8.325,1,Primary,Purchase,NC,834474,2,3,1,0.505,90+ DQ,20.25,2025-08-12
FMAC-00225,646,63.97,40.84,762171,164,9.115,1,Primary,Refinance,NY,516584,1,12,1,0.355,Current,158.79,2025-08-13
FMAC-00226,756,94.29,28.12,938809,245,6.005,1,Investment,Cash-Out Refinance,OH,194135,1,1,1,0.422,Current,195.59,2025-08-14
FMAC-00227,684,69.96,29.53,735152,335,6.315,1,Investment,Purchase,AZ,695543,2,2,0,0.433,Current,153.16,2025-08-15
FMAC-00228,604,90.12,50.5,598953,8,5.363,1,Primary,Purchase,CA,335787,2,0,1,0.479,Current,124.78,2025-08-16
FMAC-00229,629,83.51,45.79,648011,154,5.127,1,Second Home,Refinance,NC,896784,1,1,1,0.491,Current,135.0,2025-08-17
FMAC-00230,727,105.0,37.61,311408,36,5.141,1,Primary,Refinance,PA,458565,2,0,0,0.587,Current,64.88,2025-08-18
FMAC-00231,628,74.65,33.82,548451,48,5.526,1,Primary,Purchase,GA,966971,2,6,1,0.577,Current,114.26,2025-08-19
FMAC-00232,695,72.76,17.74,322113,85,6.83,1,Primary,Purchase,NC,964686,2,0,0,0.328,Paid Off,67.11,2025-08-20
FMAC-00233,683,77.71,27.29,156298,28,5.577,1,Primary,Purchase,GA,150044,1,0,0,0.584,Paid Off,32.56,2025-08-21
FMAC-00234,634,73.45,57.11,663526,196,6.793,2,Second Home,Cash-Out Refinance,AZ,1104593,2,0,0,0.503,Current,138.23,2025-08-22
FMAC-00235,830,90.0,25.2,339425,208,6.818,1,Primary,Purchase,NY,976650,2,0,0,0.422,Current,70.71,2025-08-23
FMAC-00236,724,53.76,39.89,709721,204,5.936,1,Primary,Cash-Out Refinance,TX,709288,2,0,0,0.315,Current,147.86,2025-08-24
FMAC-00237,538,62.19,48.07,590609,307,6.425,1,Primary,Purchase,FL,827362,2,0,0,0.464,Current,123.04,2025-08-25
FMAC-00238,693,61.98,25.45,187092,104,5.867,1,Primary,Purchase,GA,157965,1,0,0,0.43,Current,38.98,2025-08-26
FMAC-00239,633,92.25,39.85,344291,230,6.127,1,Second Home,Purchase,GA,169776,1,0,1,0.51,Current,71.73,2025-08-27
FMAC-00240,739,103.66,47.38,309991,101,5.529,1,Second Home,Refinance,FL,393603,1,0,1,0.544,Paid Off,64.58,2025-08-28
FMAC-00241,624,76.43,38.12,380589,29,6.601,2,Primary,Purchase,TX,190932,2,0,0,0.568,90+ DQ,79.29,2025-08-29
FMAC-00242,671,75.47,65.0,789163,127,5.779,1,Primary,Purchase,AZ,968763,2,3,1,0.363,Current,164.41,2025-08-30
FMAC-00243,715,79.05,21.31,272180,338,5.101,4,Primary,Cash-Out Refinance,PA,780049,1,0,1,0.71,Current,56.7,2025-08-31
FMAC-00244,740,95.43,48.59,710458,10,7.212,4,Primary,Cash-Out Refinance,OH,430126,1,0,0,0.501,60-Day DQ,148.01,2025-09-01
FMAC-00245,595,64.09,36.27,427761,106,7.253,2,Primary,Purchase,GA,496562,1,0,0,0.481,60-Day DQ,89.12,2025-09-02
FMAC-00246,656,81.58,45.72,293482,167,7.834,1,Primary,Purchase,TX,276251,1,0,0,0.578,Current,61.14,2025-09-03
FMAC-00247,646,92.63,42.41,919934,257,5.271,1,Second Home,Refinance,TX,926949,2,0,1,0.521,30-Day DQ,191.65,2025-09-04
FMAC-00248,634,85.52,30.67,721404,295,5.923,1,Primary,Refinance,NY,431822,1,0,0,0.566,Current,150.29,2025-09-05
FMAC-00249,803,80.84,40.29,904187,277,6.777,1,Second Home,Purchase,GA,312678,1,0,0,0.446,Current,188.37,2025-09-06
FMAC-00250,708,93.02,19.42,744093,65,5.898,1,Primary,Cash-Out Refinance,NC,474635,2,0,0,0.548,Current,155.02,2025-09-07
FMAC-00251,591,37.45,44.03,875911,271,7.185,1,Primary,Purchase,AZ,959055,2,0,0,0.529,90+ DQ,182.48,2025-09-08
FMAC-00252,744,88.17,40.98,679649,188,7.098,1,Investment,Refinance,PA,582504,2,0,1,0.522,Current,141.59,2025-09-09
FMAC-00253,828,68.19,44.39,756664,317,7.075,2,Primary,Purchase,TX,410719,1,0,0,0.266,Current,157.64,2025-09-10
FMAC-00254,752,50.54,48.58,508910,138,8.252,1,Primary,Refinance,NY,805315,1,6,0,0.329,Current,106.02,2025-09-11
FMAC-00255,573,85.67,41.68,204232,343,7.273,1,Primary,Purchase,NY,680159,2,0,1,0.526,30-Day DQ,42.55,2025-09-12
FMAC-00256,646,98.6,39.48,161171,105,6.685,1,Primary,Refinance,FL,291750,1,0,0,0.482,90+ DQ,33.58,2025-09-13
FMAC-00257,768,75.94,29.19,456295,34,6.268,1,Primary,Cash-Out Refinance,GA,745061,1,0,0,0.444,Current,95.06,2025-09-14
FMAC-00258,630,92.29,30.88,166296,110,6.351,1,Primary,Purchase,TX,524567,2,0,0,0.497,Paid Off,34.65,2025-09-15
FMAC-00259,711,102.18,49.87,220562,33,5.223,4,Investment,Purchase,PA,684981,2,0,1,0.381,Current,45.95,2025-09-16
FMAC-00260,734,97.72,52.36,232324,354,4.381,1,Second Home,Purchase,NC,917865,1,0,1,0.603,Current,48.4,2025-09-17
FMAC-00261,615,102.6,35.62,578506,231,7.057,1,Primary,Cash-Out Refinance,CA,310087,1,0,1,0.455,Current,120.52,2025-09-18
FMAC-00262,675,89.13,38.46,742222,317,7.968,1,Primary,Cash-Out Refinance,CA,902236,2,0,1,0.39,Current,154.63,2025-09-19
FMAC-00263,453,79.13,28.95,321535,266,6.104,1,Second Home,Refinance,NC,931533,1,0,1,0.438,Current,66.99,2025-09-20
FMAC-00264,608,53.97,49.73,412103,182,8.405,1,Primary,Purchase,TX,815475,2,0,0,0.387,90+ DQ,85.85,2025-09-21
FMAC-00265,662,74.31,44.65,483666,340,6.288,1,Primary,Cash-Out Refinance,GA,702651,2,0,0,0.421,Current,100.76,2025-09-22
FMAC-00266,592,65.35,57.41,398166,65,4.155,1,Primary,Purchase,PA,1136374,2,2,0,0.501,Current,82.95,2025-09-23
FMAC-00267,794,105.0,29.22,863258,333,7.602,1,Second Home,Purchase,FL,739240,2,0,0,0.575,Current,179.85,2025-09-24
FMAC-00268,579,75.36,34.22,928423,1,5.925,1,Primary,Purchase,GA,439720,1,0,1,0.304,Current,193.42,2025-09-25
FMAC-00269,649,79.85,40.31,251999,133,7.711,1,Primary,Purchase,OH,378271,1,0,0,0.235,Current,52.5,2025-09-26
FMAC-00270,689,86.27,44.46,835737,80,4.967,2,Primary,Refinance,GA,1107567,2,0,0,0.579,Paid Off,174.11,2025-09-27
FMAC-00271,780,78.65,35.84,391997,271,6.994,1,Investment,Refinance,GA,622471,2,0,0,0.298,30-Day DQ,81.67,2025-09-28
FMAC-00272,579,103.43,29.27,111826,241,5.539,1,Primary,Purchase,AZ,636761,2,0,1,0.278,Paid Off,23.3,2025-09-29
FMAC-00273,761,68.66,46.81,909311,28,6.742,1,Primary,Purchase,TX,948268,2,1,0,0.532,Current,189.44,2025-09-30
FMAC-00274,680,80.92,45.21,792625,223,7.42,3,Primary,Purchase,FL,404608,2,0,0,0.529,Current,165.13,2025-10-01
FMAC-00275,611,66.86,28.84,676649,23,7.141,2,Primary,Refinance,AZ,1051712,2,0,0,0.284,Current,140.97,2025-10-02
FMAC-00276,712,58.2,51.55,320028,109,6.583,1,Second Home,Purchase,TX,459625,2,0,0,0.257,30-Day DQ,66.67,2025-10-03
FMAC-00277,693,68.82,49.7,420134,107,4.846,1,Investment,Purchase,IL,1104608,2,1,1,0.384,Current,87.53,2025-10-04
FMAC-00278,637,77.44,39.34,431931,145,7.376,1,Primary,Refinance,FL,1092187,2,0,1,0.335,Current,89.99,2025-10-05
FMAC-00279,684,71.56,38.8,297256,354,7.738,1,Primary,Cash-Out Refinance,TX,312875,1,0,0,0.582,Current,61.93,2025-10-06
FMAC-00280,653,67.61,43.54,120736,139,5.248,1,Primary,Cash-Out Refinance,CA,927946,2,0,0,0.447,Current,25.15,2025-10-07
FMAC-00281,687,56.91,29.38,366674,284,5.425,1,Primary,Cash-Out Refinance,AZ,131516,2,0,0,0.566,Current,76.39,2025-10-08
FMAC-00282,726,76.75,38.3,289124,298,7.788,1,Primary,Refinance,IL,439126,1,0,1,0.461,Current,60.23,2025-10-09
FMAC-00283,791,55.43,16.48,258130,99,6.25,4,Second Home,Purchase,FL,145099,2,1,0,0.582,Current,53.78,2025-10-10
FMAC-00284,593,89.4,46.76,710368,317,5.456,1,Investment,Cash-Out Refinance,OH,976492,2,0,1,0.419,Paid Off,147.99,2025-10-11
FMAC-00285,829,79.24,22.39,547310,123,6.827,1,Primary,Purchase,PA,861733,2,0,0,0.426,Current,114.02,2025-10-12
FMAC-00286,543,56.14,53.03,416399,320,5.734,1,Primary,Refinance,OH,735361,1,2,1,0.449,Current,86.75,2025-10-13
FMAC-00287,669,73.36,34.7,740246,287,6.693,1,Primary,Purchase,CA,937620,2,0,0,0.486,60-Day DQ,154.22,2025-10-14
FMAC-00288,721,66.72,35.88,468742,81,6.004,1,Primary,Refinance,CA,629848,1,0,0,0.581,Current,97.65,2025-10-15
FMAC-00289,699,82.79,31.72,304793,10,6.107,1,Primary,Purchase,NC,604373,2,0,0,0.674,Current,63.5,2025-10-16
FMAC-00290,636,98.11,35.12,722911,8,7.832,1,Primary,Purchase,NC,208763,1,0,1,0.348,60-Day DQ,150.61,2025-10-17
FMAC-00291,665,49.87,52.19,379531,205,3.538,1,Primary,Refinance,OH,570409,2,0,1,0.573,Current,79.07,2025-10-18
FMAC-00292,645,79.73,13.12,756935,315,7.166,1,Primary,Purchase,AZ,315448,2,0,0,0.5,Current,157.69,2025-10-19
FMAC-00293,638,75.6,50.77,716548,197,7.635,1,Primary,Cash-Out Refinance,GA,1190006,1,12,1,0.456,Current,149.28,2025-10-20
FMAC-00294,739,88.07,41.38,512859,198,5.754,1,Primary,Purchase,TX,307932,2,2,1,0.641,Current,106.85,2025-10-21
FMAC-00295,704,81.2,25.93,533572,30,7.625,1,Primary,Refinance,PA,229189,2,0,1,0.384,Current,111.16,2025-10-22
FMAC-00296,631,66.72,27.25,481072,20,5.349,1,Investment,Cash-Out Refinance,IL,1100598,1,0,0,0.446,Current,100.22,2025-10-23
FMAC-00297,742,73.21,54.76,511385,48,5.708,1,Primary,Refinance,PA,1132302,1,0,0,0.609,Current,106.54,2025-10-24
FMAC-00298,701,66.06,28.54,771150,130,5.57,1,Second Home,Purchase,CA,406658,1,0,0,0.508,Current,160.66,2025-10-25
FMAC-00299,736,94.14,26.47,373132,293,7.642,1,Primary,Purchase,NC,311980,1,0,0,0.448,Current,77.74,2025-10-26
FMAC-00300,724,78.32,49.37,583195,132,4.406,1,Primary,Purchase,GA,1030135,2,0,1,0.516,Current,121.5,2025-10-27
FMAC-00301,621,105.0,41.39,418592,356,8.468,1,Primary,Cash-Out Refinance,NY,170408,2,0,0,0.454,Current,87.21,2025-10-28
FMAC-00302,640,77.09,28.62,455574,54,6.134,3,Primary,Refinance,FL,929773,1,2,1,0.368,Current,94.91,2025-10-29
FMAC-00303,732,67.37,40.17,823264,281,7.238,1,Primary,Cash-Out Refinance,NY,244763,2,0,0,0.365,Current,171.51,2025-10-30
FMAC-00304,722,55.29,27.74,540522,265,7.134,1,Primary,Purchase,NY,336192,2,0,0,0.15,Current,112.61,2025-10-31
FMAC-00305,678,50.95,49.01,745329,215,6.681,1,Primary,Purchase,AZ,458121,1,0,1,0.37,Current,155.28,2025-11-01
FMAC-00306,688,54.24,48.61,354548,290,5.779,1,Primary,Purchase,AZ,664312,1,0,0,0.562,Current,73.86,2025-11-02
FMAC-00307,769,82.01,43.32,482205,43,7.991,1,Primary,Refinance,NC,921601,1,2,0,0.385,Current,100.46,2025-11-03
FMAC-00308,638,85.63,41.62,538521,74,5.882,1,Investment,Purchase,NY,440791,2,12,1,0.372,Current,112.19,2025-11-04
FMAC-00309,718,54.28,55.61,509199,350,5.623,1,Primary,Purchase,IL,340739,2,0,1,0.618,Paid Off,106.08,2025-11-05
FMAC-00310,665,91.43,38.0,845644,278,7.553,1,Primary,Refinance,CA,287401,2,0,0,0.412,Current,176.18,2025-11-06
FMAC-00311,664,70.75,26.18,250534,326,6.675,4,Primary,Purchase,NY,544374,1,0,1,0.602,Current,52.19,2025-11-07
FMAC-00312,756,80.2,42.49,361504,242,8.129,1,Investment,Refinance,GA,339354,2,0,0,0.461,Current,75.31,2025-11-08
FMAC-00313,737,102.18,58.86,499503,130,6.425,1,Primary,Purchase,FL,248865,2,0,0,0.462,30-Day DQ,104.06,2025-11-09
FMAC-00314,736,91.45,27.85,276544,350,5.719,1,Primary,Purchase,TX,133677,2,0,0,0.655,Current,57.61,2025-11-10
FMAC-00315,771,73.97,34.39,326512,194,6.83,3,Primary,Purchase,NC,909454,2,0,0,0.389,Current,68.02,2025-11-11
FMAC-00316,681,64.63,42.16,844325,32,5.963,1,Primary,Cash-Out Refinance,NC,1088652,2,0,0,0.352,Current,175.9,2025-11-12
FMAC-00317,727,45.72,37.46,114160,106,5.754,1,Primary,Purchase,OH,258337,2,0,0,0.63,Current,23.78,2025-11-13
FMAC-00318,658,67.21,28.18,348933,204,7.498,2,Primary,Purchase,GA,624818,2,0,0,0.461,Foreclosure,72.69,2025-11-14
FMAC-00319,702,74.83,49.22,238253,1,8.698,1,Investment,Purchase,AZ,371695,1,0,1,0.491,Paid Off,49.64,2025-11-15
FMAC-00320,670,63.19,61.2,749745,245,6.204,1,Investment,Purchase,CA,390538,2,0,0,0.54,Current,156.2,2025-11-16
FMAC-00321,686,76.03,39.96,949029,72,5.33,1,Primary,Cash-Out Refinance,IL,667275,2,0,1,0.651,Current,197.71,2025-11-17
FMAC-00322,721,79.15,28.96,145641,306,6.316,1,Second Home,Purchase,GA,954528,2,0,1,0.396,60-Day DQ,30.34,2025-11-18
FMAC-00323,622,74.63,22.51,910679,15,7.118,2,Primary,Cash-Out Refinance,PA,102781,2,0,1,0.396,Current,189.72,2025-11-19
FMAC-00324,826,68.25,40.58,690961,53,6.809,1,Second Home,Purchase,TX,1165906,2,2,0,0.408,Current,143.95,2025-11-20
FMAC-00325,609,80.53,49.04,311322,8,7.933,3,Primary,Cash-Out Refinance,FL,682930,1,2,0,0.364,Current,64.86,2025-11-21
FMAC-00326,595,84.63,42.75,347688,330,7.298,2,Primary,Refinance,OH,413807,1,1,1,0.251,Current,72.44,2025-11-22
FMAC-00327,761,61.64,37.98,851143,46,5.176,1,Investment,Refinance,GA,887313,2,0,0,0.509,Paid Off,177.32,2025-11-23
FMAC-00328,735,99.16,32.11,486491,325,5.908,1,Second Home,Refinance,OH,495063,1,0,0,0.543,Current,101.35,2025-11-24
FMAC-00329,723,76.52,27.08,840649,114,4.843,1,Primary,Purchase,TX,860263,1,0,0,0.438,Current,175.14,2025-11-25
FMAC-00330,723,78.28,46.35,667536,147,7.874,1,Second Home,Refinance,NY,1068631,2,0,0,0.294,Current,139.07,2025-11-26
FMAC-00331,679,88.62,47.14,376694,166,4.11,1,Primary,Purchase,OH,745553,2,0,1,0.522,60-Day DQ,78.48,2025-11-27
FMAC-00332,617,81.5,22.54,920125,139,4.96,1,Second Home,Purchase,NC,271003,1,0,0,0.58,Current,191.69,2025-11-28
FMAC-00333,685,92.3,53.9,492857,117,5.886,1,Primary,Refinance,AZ,537140,1,0,1,0.357,Current,102.68,2025-11-29
FMAC-00334,632,82.31,43.74,282821,299,7.177,1,Primary,Purchase,NY,909398,2,0,1,0.646,Paid Off,58.92,2025-11-30
FMAC-00335,748,68.81,52.0,860237,276,5.874,1,Primary,Cash-Out Refinance,GA,1159896,1,3,1,0.335,Current,179.22,2025-12-01
FMAC-00336,669,83.42,24.58,946453,277,6.062,3,Primary,Purchase,FL,689413,2,0,0,0.4,Current,197.18,2025-12-02
FMAC-00337,622,60.84,24.34,357749,338,6.085,1,Primary,Purchase,NC,1085256,1,2,0,0.57,Current,74.53,2025-12-03
FMAC-00338,657,79.63,36.51,576389,313,6.707,2,Primary,Cash-Out Refinance,TX,335077,2,0,1,0.528,Current,120.08,2025-12-04
FMAC-00339,708,77.5,43.03,130713,178,5.035,1,Primary,Refinance,NY,225355,2,0,1,0.587,Current,27.23,2025-12-05
FMAC-00340,640,74.88,55.96,493606,330,5.363,1,Second Home,Refinance,NC,551930,2,0,1,0.417,Current,102.83,2025-12-06
FMAC-00341,622,76.07,45.06,417547,354,8.517,1,Primary,Refinance,AZ,111780,1,0,0,0.31,30-Day DQ,86.99,2025-12-07
FMAC-00342,697,49.77,35.57,924898,154,6.983,1,Primary,Cash-Out Refinance,NY,962662,2,0,0,0.335,Current,192.69,2025-12-08
FMAC-00343,697,69.77,27.74,608269,201,7.413,1,Primary,Purchase,CA,614249,2,0,0,0.371,30-Day DQ,126.72,2025-12-09
FMAC-00344,644,79.39,50.3,461382,115,6.57,1,Primary,Refinance,CA,1099602,1,0,1,0.475,Current,96.12,2025-12-10
FMAC-00345,647,80.4,28.35,175335,159,6.332,1,Primary,Purchase,NY,736984,2,0,1,0.361,Paid Off,36.53,2025-12-11
FMAC-00346,696,62.58,54.28,187441,42,7.049,1,Primary,Purchase,NY,730363,2,0,0,0.243,Current,39.05,2025-12-12
FMAC-00347,578,96.99,35.16,96984,247,7.373,1,Primary,Purchase,CA,233001,2,0,1,0.522,Current,20.21,2025-12-13
FMAC-00348,581,65.01,53.91,729868,68,7.515,1,Primary,Purchase,GA,610452,1,0,1,0.381,Current,152.06,2025-12-14
FMAC-00349,629,92.54,44.79,495976,326,6.348,1,Primary,Refinance,OH,1005954,1,2,1,0.521,Current,103.33,2025-12-15
FMAC-00350,665,84.41,36.63,736884,334,7.646,1,Primary,Cash-Out Refinance,FL,984847,2,0,0,0.363,Current,153.52,2025-12-16
FMAC-00351,701,68.31,32.81,722742,196,3.541,4,Second Home,Refinance,NC,996147,2,0,0,0.613,Current,150.57,2025-12-17
FMAC-00352,783,104.63,34.59,129402,90,7.571,2,Primary,Refinance,NC,222636,2,0,0,0.63,Current,26.96,2025-12-18
FMAC-00353,740,60.1,42.28,171656,111,5.988,3,Investment,Purchase,TX,1159692,2,6,0,0.346,Current,35.76,2025-12-19
FMAC-00354,668,91.79,38.77,145614,359,7.164,1,Primary,Purchase,FL,529111,1,0,1,0.336,Current,30.34,2025-12-20
FMAC-00355,678,93.01,32.06,246963,145,5.721,1,Investment,Purchase,IL,648155,2,0,0,0.381,30-Day DQ,51.45,2025-12-21
FMAC-00356,609,67.94,36.34,433153,275,4.908,1,Primary,Refinance,CA,995939,1,0,0,0.714,30-Day DQ,90.24,2025-12-22
FMAC-00357,678,98.89,38.79,513048,179,6.908,1,Primary,Purchase,IL,427716,2,0,1,0.422,Current,106.88,2025-12-23
FMAC-00358,659,74.25,16.71,387980,241,4.698,1,Investment,Purchase,AZ,558450,2,0,0,0.601,Current,80.83,2025-12-24
FMAC-00359,702,82.33,42.58,863077,326,6.02,1,Primary,Cash-Out Refinance,FL,242324,2,0,1,0.195,Current,179.81,2025-12-25
FMAC-00360,622,81.9,28.2,735337,319,5.525,1,Primary,Refinance,PA,185261,2,1,0,0.516,90+ DQ,153.2,2025-12-26
FMAC-00361,716,75.99,26.47,942839,331,6.29,1,Primary,Refinance,TX,1024510,1,0,1,0.412,90+ DQ,196.42,2025-12-27
FMAC-00362,787,90.16,21.13,874042,153,7.457,1,Investment,Refinance,NY,868731,2,2,0,0.541,Current,182.09,2025-12-28
FMAC-00363,672,89.9,20.06,713669,104,5.912,1,Primary,Purchase,AZ,320667,1,1,0,0.529,Current,148.68,2025-12-29
FMAC-00364,708,51.77,24.45,566134,75,6.877,1,Primary,Purchase,OH,656459,1,0,0,0.383,Current,117.94,2025-12-30
FMAC-00365,728,97.57,30.91,95791,128,7.387,1,Primary,Refinance,PA,255346,1,0,1,0.563,Current,19.96,2025-12-31
FMAC-00366,651,53.06,57.53,138047,199,5.771,1,Primary,Refinance,FL,651936,2,0,1,0.636,Current,28.76,2026-01-01
FMAC-00367,695,93.49,32.74,574064,154,5.789,2,Second Home,Refinance,FL,431798,1,12,1,0.619,Current,119.6,2026-01-02
FMAC-00368,680,94.9,39.78,314898,56,8.143,1,Primary,Purchase,IL,357471,2,0,1,0.451,Current,65.6,2026-01-03
FMAC-00369,686,61.64,42.0,541122,278,6.405,1,Second Home,Refinance,GA,309691,2,0,0,0.416,Current,112.73,2026-01-04
FMAC-00370,625,71.84,39.31,755025,345,7.111,2,Primary,Purchase,IL,149647,2,0,0,0.439,Paid Off,157.3,2026-01-05
FMAC-00371,681,61.41,37.23,150246,19,7.102,1,Primary,Purchase,NC,571939,1,3,0,0.374,Current,31.3,2026-01-06
FMAC-00372,714,74.78,26.05,276936,159,5.062,1,Primary,Purchase,IL,1052254,1,0,0,0.52,Current,57.7,2026-01-07
FMAC-00373,781,73.38,52.51,314955,26,5.587,1,Primary,Purchase,GA,484560,2,0,0,0.417,Current,65.62,2026-01-08
FMAC-00374,747,89.69,56.07,428292,169,6.95,1,Primary,Purchase,OH,1098958,2,0,0,0.405,Current,89.23,2026-01-09
FMAC-00375,830,97.65,21.17,650178,23,4.019,1,Primary,Purchase,AZ,778514,1,0,0,0.754,90+ DQ,135.45,2026-01-10
FMAC-00376,626,98.94,27.76,480010,47,6.246,1,Primary,Refinance,CA,803526,2,0,1,0.481,Current,100.0,2026-01-11
FMAC-00377,741,69.57,35.2,637176,13,5.462,1,Primary,Refinance,FL,1086059,2,2,1,0.439,Current,132.74,2026-01-12
FMAC-00378,692,74.86,28.35,217821,217,7.833,1,Primary,Purchase,NY,101304,2,0,0,0.277,Current,45.38,2026-01-13
FMAC-00379,833,52.75,43.06,650819,322,6.915,4,Primary,Purchase,IL,747010,2,0,0,0.413,Current,135.59,2026-01-14
FMAC-00380,623,65.91,30.72,887040,194,7.929,1,Primary,Cash-Out Refinance,PA,998880,2,0,1,0.457,Current,184.8,2026-01-15
FMAC-00381,621,92.47,59.65,423130,144,6.453,1,Primary,Purchase,OH,1066788,2,0,1,0.456,Current,88.15,2026-01-16
FMAC-00382,638,102.23,49.91,426140,73,6.363,2,Primary,Purchase,TX,968800,1,0,1,0.44,Current,88.78,2026-01-17
FMAC-00383,531,59.48,40.13,660305,156,6.134,1,Primary,Refinance,FL,896454,2,0,0,0.497,Current,137.56,2026-01-18
FMAC-00384,643,69.11,48.27,577163,77,5.896,1,Investment,Purchase,GA,177354,2,0,0,0.504,Current,120.24,2026-01-19
FMAC-00385,626,77.6,49.06,137676,169,9.722,1,Primary,Refinance,NC,526833,1,0,1,0.382,Current,28.68,2026-01-20
FMAC-00386,690,82.2,32.36,615848,287,7.469,1,Primary,Refinance,GA,289896,2,0,1,0.474,Current,128.3,2026-01-21
FMAC-00387,703,65.86,29.84,527617,85,5.221,1,Primary,Cash-Out Refinance,IL,825750,1,0,0,0.482,Current,109.92,2026-01-22
FMAC-00388,811,84.36,38.78,130468,182,9.667,1,Second Home,Cash-Out Refinance,AZ,1182883,1,0,0,0.299,Current,27.18,2026-01-23
FMAC-00389,746,70.89,46.62,767823,315,6.014,1,Primary,Cash-Out Refinance,NC,347659,1,0,0,0.46,Current,159.96,2026-01-24
FMAC-00390,639,77.78,39.39,531989,297,6.885,1,Second Home,Purchase,PA,885244,2,0,1,0.481,Current,110.83,2026-01-25
FMAC-00391,617,86.19,22.23,899555,112,7.628,1,Primary,Cash-Out Refinance,GA,1173666,2,0,1,0.507,Current,187.41,2026-01-26
FMAC-00392,714,78.1,29.97,698634,230,4.654,3,Second Home,Purchase,PA,426421,2,0,0,0.48,Current,145.55,2026-01-27
